seed,round,method,component,score
3,65,Full framework,citation,0.2276109747870959
3,65,Full framework,reasoning,0.1961156406277752
3,65,Full framework,verdict,0.17777893031070874
3,65,Full framework,rule alignment,0.21093040147783962
3,65,Full framework,total,0.20236824875835163
3,66,Full framework,citation,0.21547617047724257
3,66,Full framework,reasoning,0.20701587275364172
3,66,Full framework,verdict,0.17824282386322066
3,66,Full framework,rule alignment,0.20681016264771473
3,66,Full framework,total,0.20189654294075127
3,67,Full framework,citation,0.21071344439012404
3,67,Full framework,reasoning,0.18529159832545317
3,67,Full framework,verdict,0.1792613885777179
3,67,Full framework,rule alignment,0.1939179645694622
3,67,Full framework,total,0.1918647806534889
3,68,Full framework,citation,0.2154478941081617
3,68,Full framework,reasoning,0.19393505712568912
3,68,Full framework,verdict,0.18067918751009263
3,68,Full framework,rule alignment,0.2020120649586876
3,68,Full framework,total,0.19761470053400784
3,69,Full framework,citation,0.21780331000346834
3,69,Full framework,reasoning,0.19408212280381779
3,69,Full framework,verdict,0.16829112895085352
3,69,Full framework,rule alignment,0.18637181812177595
3,69,Full framework,total,0.19202261020408098
3,70,Full framework,citation,0.21506197075921568
3,70,Full framework,reasoning,0.1920950411198547
3,70,Full framework,verdict,0.1816999936973016
3,70,Full framework,rule alignment,0.19866405915347618
3,70,Full framework,total,0.19655181528078097
3,71,Full framework,citation,0.20792302460160353
3,71,Full framework,reasoning,0.1989541441280623
3,71,Full framework,verdict,0.16048415614074046
3,71,Full framework,rule alignment,0.20035897900779395
3,71,Full framework,total,0.19185983422556346
3,72,Full framework,citation,0.20989583280568078
3,72,Full framework,reasoning,0.19182081061185444
3,72,Full framework,verdict,0.17354598344821678
3,72,Full framework,rule alignment,0.19153057252014627
3,72,Full framework,total,0.19171281175105997
3,73,Full framework,citation,0.20205071589393606
3,73,Full framework,reasoning,0.17922604732632225
3,73,Full framework,verdict,0.17724475840185652
3,73,Full framework,rule alignment,0.1891194704321024
3,73,Full framework,total,0.1864155768582653
3,74,Full framework,citation,0.201657763097359
3,74,Full framework,reasoning,0.18024865032570528
3,74,Full framework,verdict,0.16169714648281194
3,74,Full framework,rule alignment,0.1874987986932216
3,74,Full framework,total,0.18241308223139865
3,75,Full framework,citation,0.199037550469734
3,75,Full framework,reasoning,0.18558130556255623
3,75,Full framework,verdict,0.16384565411258312
3,75,Full framework,rule alignment,0.1856952536886184
3,75,Full framework,total,0.18353424355206982
3,76,Full framework,citation,0.21120395023979038
3,76,Full framework,reasoning,0.18317804975651733
3,76,Full framework,verdict,0.1556294309270026
3,76,Full framework,rule alignment,0.1879741789035017
3,76,Full framework,total,0.1842565959993538
3,77,Full framework,citation,0.19786846920303375
3,77,Full framework,reasoning,0.17721494303108076
3,77,Full framework,verdict,0.1652837919252355
3,77,Full framework,rule alignment,0.1875627583017719
3,77,Full framework,total,0.18146509985174591
3,78,Full framework,citation,0.1916651619553074
3,78,Full framework,reasoning,0.1724901174375446
3,78,Full framework,verdict,0.16929666907051746
3,78,Full framework,rule alignment,0.17985021499166612
3,78,Full framework,total,0.17795753598605282
3,79,Full framework,citation,0.19873904814810994
3,79,Full framework,reasoning,0.17050631670468025
3,79,Full framework,verdict,0.1782774011885915
3,79,Full framework,rule alignment,0.18212933438740755
3,79,Full framework,total,0.18183187422306094
3,80,Full framework,citation,0.19918727930212599
3,80,Full framework,reasoning,0.17008910332426774
3,80,Full framework,verdict,0.16016979979527837
3,80,Full framework,rule alignment,0.17042598516708538
3,80,Full framework,total,0.1749511978050485
3,81,Full framework,citation,0.1947893359388489
3,81,Full framework,reasoning,0.17263585946917748
3,81,Full framework,verdict,0.163567617421598
3,81,Full framework,rule alignment,0.16940781323517232
3,81,Full framework,total,0.17526155882789943
3,82,Full framework,citation,0.18472536691689828
3,82,Full framework,reasoning,0.15850943372993798
3,82,Full framework,verdict,0.1726633465906063
3,82,Full framework,rule alignment,0.1842667964846279
3,82,Full framework,total,0.1737533677927831
3,83,Full framework,citation,0.19434355877565845
3,83,Full framework,reasoning,0.17350318834879652
3,83,Full framework,verdict,0.16579679366797365
3,83,Full framework,rule alignment,0.1701400540908746
3,83,Full framework,total,0.17611405543372188
3,84,Full framework,citation,0.1757612110869622
3,84,Full framework,reasoning,0.16415256858497038
3,84,Full framework,verdict,0.16213442408177225
3,84,Full framework,rule alignment,0.18759779238902882
3,84,Full framework,total,0.1712392378454805
3,85,Full framework,citation,0.17850701104235525
3,85,Full framework,reasoning,0.17201691333998423
3,85,Full framework,verdict,0.1504877836660358
3,85,Full framework,rule alignment,0.1876457263021821
3,85,Full framework,total,0.17138291793952942
3,86,Full framework,citation,0.18723305603020374
3,86,Full framework,reasoning,0.15599378959268814
3,86,Full framework,verdict,0.15876808786097088
3,86,Full framework,rule alignment,0.18169481121582134
3,86,Full framework,total,0.16963738509376436
3,87,Full framework,citation,0.18801932559272957
3,87,Full framework,reasoning,0.17770663020246835
3,87,Full framework,verdict,0.16423427163691706
3,87,Full framework,rule alignment,0.1529665555130933
3,87,Full framework,total,0.1719686994707708
3,88,Full framework,citation,0.17504526554954153
3,88,Full framework,reasoning,0.16726000269516622
3,88,Full framework,verdict,0.15519530478829519
3,88,Full framework,rule alignment,0.17153804197880967
3,88,Full framework,total,0.16704575178877099
3,89,Full framework,citation,0.18176363260022496
3,89,Full framework,reasoning,0.15723589803416038
3,89,Full framework,verdict,0.16741434074245312
3,89,Full framework,rule alignment,0.1706087546257577
3,89,Full framework,total,0.16858701367106918
3,90,Full framework,citation,0.19108829130771202
3,90,Full framework,reasoning,0.15438417253472692
3,90,Full framework,verdict,0.14272514433699268
3,90,Full framework,rule alignment,0.17418768023027434
3,90,Full framework,total,0.16460614671764912
3,91,Full framework,citation,0.16692226879152788
3,91,Full framework,reasoning,0.15450644275407
3,91,Full framework,verdict,0.15751541960862012
3,91,Full framework,rule alignment,0.17519646675586742
3,91,Full framework,total,0.1625006482774315
3,92,Full framework,citation,0.16982309681215765
3,92,Full framework,reasoning,0.15507983950427032
3,92,Full framework,verdict,0.1311600994614337
3,92,Full framework,rule alignment,0.1684356491108046
3,92,Full framework,total,0.15545688074183986
3,93,Full framework,citation,0.1634530968581052
3,93,Full framework,reasoning,0.15980924948765005
3,93,Full framework,verdict,0.15287263302187332
3,93,Full framework,rule alignment,0.18094354644860247
3,93,Full framework,total,0.16321291660601017
3,94,Full framework,citation,0.17495580407855255
3,94,Full framework,reasoning,0.1633409157112573
3,94,Full framework,verdict,0.153647997083242
3,94,Full framework,rule alignment,0.16838373161237688
3,94,Full framework,total,0.1648299713263012
3,95,Full framework,citation,0.16973321752958104
3,95,Full framework,reasoning,0.162838151300778
3,95,Full framework,verdict,0.15291913422090983
3,95,Full framework,rule alignment,0.15989426257840217
3,95,Full framework,total,0.16149338584353656
3,96,Full framework,citation,0.17513659097673465
3,96,Full framework,reasoning,0.15307264931917372
3,96,Full framework,verdict,0.14493979423737374
3,96,Full framework,rule alignment,0.17096036082559848
3,96,Full framework,total,0.1601329632643989
3,97,Full framework,citation,0.17849964628426024
3,97,Full framework,reasoning,0.16374116534983985
3,97,Full framework,verdict,0.15201462565529175
3,97,Full framework,rule alignment,0.1644912350107382
3,97,Full framework,total,0.16464916459198758
3,98,Full framework,citation,0.16877715129280071
3,98,Full framework,reasoning,0.1501626182687834
3,98,Full framework,verdict,0.15710126258014984
3,98,Full framework,rule alignment,0.1604027548610741
3,98,Full framework,total,0.15859893992108748
3,99,Full framework,citation,0.16253432277358548
3,99,Full framework,reasoning,0.15566931210321408
3,99,Full framework,verdict,0.14167194421061866
3,99,Full framework,rule alignment,0.16468380751997225
3,99,Full framework,total,0.1556891218810097
3,100,Full framework,citation,0.16452672345566122
3,100,Full framework,reasoning,0.15187491050397592
3,100,Full framework,verdict,0.15039137794027457
3,100,Full framework,rule alignment,0.14319336041235142
3,100,Full framework,total,0.152930670582647
4,1,FedAvg,citation,0.6771751211330759
4,1,FedAvg,reasoning,0.5652115398351365
4,1,FedAvg,verdict,0.49116831494463137
4,1,FedAvg,rule alignment,0.6032360870328156
4,1,FedAvg,total,0.5822965383765308
4,2,FedAvg,citation,0.6500472114516972
4,2,FedAvg,reasoning,0.5553504625786162
4,2,FedAvg,verdict,0.48153340992721816
4,2,FedAvg,rule alignment,0.5959317037491803
4,2,FedAvg,total,0.5686866348681497
4,3,FedAvg,citation,0.6419951744427433
4,3,FedAvg,reasoning,0.5320350383064039
4,3,FedAvg,verdict,0.4651752812799599
4,3,FedAvg,rule alignment,0.5785728607885616
4,3,FedAvg,total,0.5521176975803093
4,4,FedAvg,citation,0.641814788671944
4,4,FedAvg,reasoning,0.5510382039928869
4,4,FedAvg,verdict,0.47080833602480204
4,4,FedAvg,rule alignment,0.5665069269497842
4,4,FedAvg,total,0.5567686277620094
4,5,FedAvg,citation,0.6294174909445734
4,5,FedAvg,reasoning,0.5269518758787083
4,5,FedAvg,verdict,0.4615501736631414
4,5,FedAvg,rule alignment,0.5498754710630277
4,5,FedAvg,total,0.5408025731281467
4,6,FedAvg,citation,0.6252045940110895
4,6,FedAvg,reasoning,0.539553014809222
4,6,FedAvg,verdict,0.46600801374586187
4,6,FedAvg,rule alignment,0.564845822270048
4,6,FedAvg,total,0.5476382208360141
4,7,FedAvg,citation,0.6162182451869691
4,7,FedAvg,reasoning,0.5281223531698934
4,7,FedAvg,verdict,0.4473006653557468
4,7,FedAvg,rule alignment,0.5430246725615527
4,7,FedAvg,total,0.5329213680989575
4,8,FedAvg,citation,0.6108033083133091
4,8,FedAvg,reasoning,0.5143029831327999
4,8,FedAvg,verdict,0.44959891062533197
4,8,FedAvg,rule alignment,0.5447569903398617
4,8,FedAvg,total,0.5283428477424726
4,9,FedAvg,citation,0.5926883143487907
4,9,FedAvg,reasoning,0.5244798925081509
4,9,FedAvg,verdict,0.43905809461749823
4,9,FedAvg,rule alignment,0.5372309780041025
4,9,FedAvg,total,0.522726765594838
4,10,FedAvg,citation,0.6002025285447112
4,10,FedAvg,reasoning,0.5019501627868893
4,10,FedAvg,verdict,0.4322951139070194
4,10,FedAvg,rule alignment,0.5287271486859451
4,10,FedAvg,total,0.5144548891861884
4,11,FedAvg,citation,0.5914331602278932
4,11,FedAvg,reasoning,0.5057057181550447
4,11,FedAvg,verdict,0.4316643978692015
4,11,FedAvg,rule alignment,0.5230575613320801
4,11,FedAvg,total,0.5120976172372032
4,12,FedAvg,citation,0.5723566350435273
4,12,FedAvg,reasoning,0.47798142375636815
4,12,FedAvg,verdict,0.4163238490509901
4,12,FedAvg,rule alignment,0.5251557495911159
4,12,FedAvg,total,0.495595698068763
4,13,FedAvg,citation,0.5820136526289603
4,13,FedAvg,reasoning,0.5027267111172156
4,13,FedAvg,verdict,0.43136341484768315
4,13,FedAvg,rule alignment,0.5168749054993963
4,13,FedAvg,total,0.5075372613042048
4,14,FedAvg,citation,0.5537755949181719
4,14,FedAvg,reasoning,0.47080635815271404
4,14,FedAvg,verdict,0.43007007190105073
4,14,FedAvg,rule alignment,0.5000887155942872
4,14,FedAvg,total,0.48722106726947734
4,15,FedAvg,citation,0.5587497818780004
4,15,FedAvg,reasoning,0.4695899615876975
4,15,FedAvg,verdict,0.411106226365741
4,15,FedAvg,rule alignment,0.4987813734655769
4,15,FedAvg,total,0.48309726523035995
4,16,FedAvg,citation,0.5637448617876678
4,16,FedAvg,reasoning,0.4721372165268174
4,16,FedAvg,verdict,0.41827244280687903
4,16,FedAvg,rule alignment,0.4881290412713885
4,16,FedAvg,total,0.48477129936095964
4,17,FedAvg,citation,0.5592373519192804
4,17,FedAvg,reasoning,0.46687585619773403
4,17,FedAvg,verdict,0.40483527100925504
4,17,FedAvg,rule alignment,0.48672634059168923
4,17,FedAvg,total,0.4784261807097919
4,18,FedAvg,citation,0.5461885975529264
4,18,FedAvg,reasoning,0.45650861620043975
4,18,FedAvg,verdict,0.38921666982835434
4,18,FedAvg,rule alignment,0.4847055174927023
4,18,FedAvg,total,0.46774500520399254
4,19,FedAvg,citation,0.5364808591523565
4,19,FedAvg,reasoning,0.44811347854641664
4,19,FedAvg,verdict,0.39174382746248393
4,19,FedAvg,rule alignment,0.4751709763406428
4,19,FedAvg,total,0.4615244104857637
4,20,FedAvg,citation,0.534657562956069
4,20,FedAvg,reasoning,0.44752592565290883
4,20,FedAvg,verdict,0.3933238218809124
4,20,FedAvg,rule alignment,0.47530942729028774
4,20,FedAvg,total,0.46131500936317554
4,21,FedAvg,citation,0.5189956882857268
4,21,FedAvg,reasoning,0.454560527489161
4,21,FedAvg,verdict,0.38025907842501494
4,21,FedAvg,rule alignment,0.47246172446549384
4,21,FedAvg,total,0.45567419481753246
4,22,FedAvg,citation,0.5082566162262543
4,22,FedAvg,reasoning,0.4450872502478466
4,22,FedAvg,verdict,0.3805338803626627
4,22,FedAvg,rule alignment,0.46503399294781167
4,22,FedAvg,total,0.4487305978111456
4,23,FedAvg,citation,0.5130775937696215
4,23,FedAvg,reasoning,0.45311040746714876
4,23,FedAvg,verdict,0.3836532273778159
4,23,FedAvg,rule alignment,0.46272616115251475
4,23,FedAvg,total,0.4526610597575069
4,24,FedAvg,citation,0.5000283490877421
4,24,FedAvg,reasoning,0.43418316059219064
4,24,FedAvg,verdict,0.39619545658714556
4,24,FedAvg,rule alignment,0.4524894497564635
4,24,FedAvg,total,0.4448087895476718
4,25,FedAvg,citation,0.5068222712782446
4,25,FedAvg,reasoning,0.4285961809561107
4,25,FedAvg,verdict,0.3750596238432631
4,25,FedAvg,rule alignment,0.4576615599151877
4,25,FedAvg,total,0.4405816400502477
4,26,FedAvg,citation,0.48603606953599804
4,26,FedAvg,reasoning,0.42490113565818594
4,26,FedAvg,verdict,0.3650685469526034
4,26,FedAvg,rule alignment,0.43349681442026217
4,26,FedAvg,total,0.42694585770365856
4,27,FedAvg,citation,0.4974527078662829
4,27,FedAvg,reasoning,0.42140688400831783
4,27,FedAvg,verdict,0.3638555947575868
4,27,FedAvg,rule alignment,0.4461157785523104
4,27,FedAvg,total,0.43097229656892483
4,28,FedAvg,citation,0.48570563053544596
4,28,FedAvg,reasoning,0.4130175349890858
4,28,FedAvg,verdict,0.3627205618498128
4,28,FedAvg,rule alignment,0.4310189152371765
4,28,FedAvg,total,0.42221559164047573
4,29,FedAvg,citation,0.4916698588364037
4,29,FedAvg,reasoning,0.4172798996659807
4,29,FedAvg,verdict,0.36190853191350425
4,29,FedAvg,rule alignment,0.42867939194680477
4,29,FedAvg,total,0.4243144459766322
4,30,FedAvg,citation,0.48455541298617827
4,30,FedAvg,reasoning,0.40265372618286016
4,30,FedAvg,verdict,0.3605325767824428
4,30,FedAvg,rule alignment,0.42638890234794236
4,30,FedAvg,total,0.41734589576660175
4,31,FedAvg,citation,0.45440059402392374
4,31,FedAvg,reasoning,0.4081998371166043
4,31,FedAvg,verdict,0.3424256786789166
4,31,FedAvg,rule alignment,0.4201845999530788
4,31,FedAvg,total,0.4057034393013071
4,32,FedAvg,citation,0.46877376862518444
4,32,FedAvg,reasoning,0.4099324238402854
4,32,FedAvg,verdict,0.3409848141407776
4,32,FedAvg,rule alignment,0.41232255555068803
4,32,FedAvg,total,0.4078838839537138
4,33,FedAvg,citation,0.45492297140751625
4,33,FedAvg,reasoning,0.3905979049751284
4,33,FedAvg,verdict,0.3404324073720406
4,33,FedAvg,rule alignment,0.4172747198356954
4,33,FedAvg,total,0.39947316015456685
4,34,FedAvg,citation,0.44627254217778417
4,34,FedAvg,reasoning,0.3968240333210236
4,34,FedAvg,verdict,0.3361044103681077
4,34,FedAvg,rule alignment,0.3980302685178371
4,34,FedAvg,total,0.3942475018363475
4,35,FedAvg,citation,0.44189183967175066
4,35,FedAvg,reasoning,0.3958082963921659
4,35,FedAvg,verdict,0.33487967950124975
4,35,FedAvg,rule alignment,0.4046746084060218
4,35,FedAvg,total,0.39387029039210425
4,36,FedAvg,citation,0.4390473475669047
4,36,FedAvg,reasoning,0.39172244891887503
4,36,FedAvg,verdict,0.34156274546515003
4,36,FedAvg,rule alignment,0.39875494863588673
4,36,FedAvg,total,0.39242024766085354
4,37,FedAvg,citation,0.434762829589575
4,37,FedAvg,reasoning,0.37528635268093447
4,37,FedAvg,verdict,0.33504884171088006
4,37,FedAvg,rule alignment,0.3882758626810711
4,37,FedAvg,total,0.38269399616560834
4,38,FedAvg,citation,0.43412019101456234
4,38,FedAvg,reasoning,0.36734671239681027
4,38,FedAvg,verdict,0.3265112484088758
4,38,FedAvg,rule alignment,0.3863608878300372
4,38,FedAvg,total,0.3776340511409101
4,39,FedAvg,citation,0.414037028114817
4,39,FedAvg,reasoning,0.37188851306613463
4,39,FedAvg,verdict,0.3194549737663112
4,39,FedAvg,rule alignment,0.390001548439337
4,39,FedAvg,total,0.37293986407798985
4,40,FedAvg,citation,0.4301677761912907
4,40,FedAvg,reasoning,0.3518943553731104
4,40,FedAvg,verdict,0.3223136677294394
4,40,FedAvg,rule alignment,0.3916543682171378
4,40,FedAvg,total,0.3720195412355432
4,41,FedAvg,citation,0.42348846969721726
4,41,FedAvg,reasoning,0.34764924708282147
4,41,FedAvg,verdict,0.3194116366139444
4,41,FedAvg,rule alignment,0.37351862310731254
4,41,FedAvg,total,0.36472352532409935
4,42,FedAvg,citation,0.42262636623253236
4,42,FedAvg,reasoning,0.3567919269750284
4,42,FedAvg,verdict,0.31268775462371445
4,42,FedAvg,rule alignment,0.3608472658978619
4,42,FedAvg,total,0.36303556148614263
4,43,FedAvg,citation,0.4071912853464934
4,43,FedAvg,reasoning,0.3546875903264177
4,43,FedAvg,verdict,0.30712074376081333
4,43,FedAvg,rule alignment,0.3586300713787215
4,43,FedAvg,total,0.3567102986504963
4,44,FedAvg,citation,0.4033856394236457
4,44,FedAvg,reasoning,0.3576742604207482
4,44,FedAvg,verdict,0.2988327059017593
4,44,FedAvg,rule alignment,0.38254356446552584
4,44,FedAvg,total,0.35936557735068086
4,45,FedAvg,citation,0.39457285554738947
4,45,FedAvg,reasoning,0.3468914695055547
4,45,FedAvg,verdict,0.2964683555727071
4,45,FedAvg,rule alignment,0.370527825684657
4,45,FedAvg,total,0.350933308768622
4,46,FedAvg,citation,0.39502570011339144
4,46,FedAvg,reasoning,0.33827954970214646
4,46,FedAvg,verdict,0.2959708497819801
4,46,FedAvg,rule alignment,0.361312096297799
4,46,FedAvg,total,0.3464954216440466
4,47,FedAvg,citation,0.3759877891073383
4,47,FedAvg,reasoning,0.33705458463024013
4,47,FedAvg,verdict,0.29526764649550385
4,47,FedAvg,rule alignment,0.3680805273536067
4,47,FedAvg,total,0.3425463397605039
4,48,FedAvg,citation,0.38822391720478333
4,48,FedAvg,reasoning,0.34642695549283714
4,48,FedAvg,verdict,0.290076485846446
4,48,FedAvg,rule alignment,0.3556739148203918
4,48,FedAvg,total,0.34463797037473687
4,49,FedAvg,citation,0.3699042680651519
4,49,FedAvg,reasoning,0.3348278188752846
4,49,FedAvg,verdict,0.298563534772421
4,49,FedAvg,rule alignment,0.3471638960520705
4,49,FedAvg,total,0.3369980755823927
4,50,FedAvg,citation,0.37071926041017006
4,50,FedAvg,reasoning,0.3294590626309985
4,50,FedAvg,verdict,0.2910546517878979
4,50,FedAvg,rule alignment,0.33812661369252467
4,50,FedAvg,total,0.33190651957732153
4,51,FedAvg,citation,0.370714104367957
4,51,FedAvg,reasoning,0.32957227159903985
4,51,FedAvg,verdict,0.2946436313729906
4,51,FedAvg,rule alignment,0.33866156907463885
4,51,FedAvg,total,0.33294342922987663
4,52,FedAvg,citation,0.36371857313671846
4,52,FedAvg,reasoning,0.3209621792513206
4,52,FedAvg,verdict,0.2866933330073134
4,52,FedAvg,rule alignment,0.33274479137990987
4,52,FedAvg,total,0.3254405885873861
4,53,FedAvg,citation,0.3788557191129785
4,53,FedAvg,reasoning,0.3212095807005032
4,53,FedAvg,verdict,0.287226484352892
4,53,FedAvg,rule alignment,0.33446688235025174
4,53,FedAvg,total,0.3297768015466689
4,54,FedAvg,citation,0.3720751968139337
4,54,FedAvg,reasoning,0.3054292640157835
4,54,FedAvg,verdict,0.2865069405226642
4,54,FedAvg,rule alignment,0.3295503683349009
4,54,FedAvg,total,0.32218438720586473
4,55,FedAvg,citation,0.3575101365853814
4,55,FedAvg,reasoning,0.3007103082898116
4,55,FedAvg,verdict,0.28191498329975656
4,55,FedAvg,rule alignment,0.33214042499663615
4,55,FedAvg,total,0.3164974574575552
4,56,FedAvg,citation,0.35309374851893244
4,56,FedAvg,reasoning,0.3144302299163435
4,56,FedAvg,verdict,0.2804620394223207
4,56,FedAvg,rule alignment,0.3333003167058807
4,56,FedAvg,total,0.31937807930139245
4,57,FedAvg,citation,0.36798386842467073
4,57,FedAvg,reasoning,0.3129316942858416
4,57,FedAvg,verdict,0.2656123557974075
4,57,FedAvg,rule alignment,0.31432967780000326
4,57,FedAvg,total,0.3151444999012727
4,58,FedAvg,citation,0.34581162276490157
4,58,FedAvg,reasoning,0.3121833615869207
4,58,FedAvg,verdict,0.2696215485867171
4,58,FedAvg,rule alignment,0.31316726214163243
4,58,FedAvg,total,0.3101467537423074
4,59,FedAvg,citation,0.34515210969259574
4,59,FedAvg,reasoning,0.29444116329517334
4,59,FedAvg,verdict,0.27194577901135286
4,59,FedAvg,rule alignment,0.30403712048557097
4,59,FedAvg,total,0.30341424526165334
4,60,FedAvg,citation,0.3376373620883446
4,60,FedAvg,reasoning,0.30793395872727586
4,60,FedAvg,verdict,0.25747774531678574
4,60,FedAvg,rule alignment,0.3146588865509986
4,60,FedAvg,total,0.30409074177966505
4,61,FedAvg,citation,0.34059038455040164
4,61,FedAvg,reasoning,0.2950480406344108
4,61,FedAvg,verdict,0.2508955361169872
4,61,FedAvg,rule alignment,0.3066226112612448
4,61,FedAvg,total,0.2977104146094194
4,62,FedAvg,citation,0.3288979363832406
4,62,FedAvg,reasoning,0.280900914554777
4,62,FedAvg,verdict,0.2601230103508538
4,62,FedAvg,rule alignment,0.3094031243277381
4,62,FedAvg,total,0.29340613591550435
4,63,FedAvg,citation,0.33442463263105304
4,63,FedAvg,reasoning,0.28732824907198246
4,63,FedAvg,verdict,0.24916250185138375
4,63,FedAvg,rule alignment,0.28845588873690425
4,63,FedAvg,total,0.28978643608958476
4,64,FedAvg,citation,0.31687874955779255
4,64,FedAvg,reasoning,0.2746715420588373
4,64,FedAvg,verdict,0.24610089902937904
4,64,FedAvg,rule alignment,0.31011828690681587
4,64,FedAvg,total,0.2851700321458073
4,65,FedAvg,citation,0.3076618556775814
4,65,FedAvg,reasoning,0.28210611148078363
4,65,FedAvg,verdict,0.2438747581189202
4,65,FedAvg,rule alignment,0.2956400777568404
4,65,FedAvg,total,0.2816440024447286
4,66,FedAvg,citation,0.32320762003662123
4,66,FedAvg,reasoning,0.27903490398030556
4,66,FedAvg,verdict,0.24061079577366862
4,66,FedAvg,rule alignment,0.29333842494562107
4,66,FedAvg,total,0.28333276013578834
4,67,FedAvg,citation,0.32245560703629345
4,67,FedAvg,reasoning,0.2845852573235886
4,67,FedAvg,verdict,0.25293433738642757
4,67,FedAvg,rule alignment,0.2829417339851072
4,67,FedAvg,total,0.2858114100997783
4,68,FedAvg,citation,0.305981558350258
4,68,FedAvg,reasoning,0.2799563713808577
4,68,FedAvg,verdict,0.24808715283250007
4,68,FedAvg,rule alignment,0.29011562336182034
4,68,FedAvg,total,0.2805272138823109
4,69,FedAvg,citation,0.31357667422305974
4,69,FedAvg,reasoning,0.2720366762719088
4,69,FedAvg,verdict,0.24437121060986433
4,69,FedAvg,rule alignment,0.27971024639281766
4,69,FedAvg,total,0.2770400233683672
4,70,FedAvg,citation,0.3044404835836916
4,70,FedAvg,reasoning,0.26549205417592747
4,70,FedAvg,verdict,0.23848593026411413
4,70,FedAvg,rule alignment,0.2726584949806863
4,70,FedAvg,total,0.2699109187108669
4,71,FedAvg,citation,0.31771262684744606
4,71,FedAvg,reasoning,0.2712866675282965
4,71,FedAvg,verdict,0.23424684063351786
4,71,FedAvg,rule alignment,0.2767421224949492
4,71,FedAvg,total,0.2747242916277198
4,72,FedAvg,citation,0.2907440181931193
4,72,FedAvg,reasoning,0.27933875371060296
4,72,FedAvg,verdict,0.2300854526845433
4,72,FedAvg,rule alignment,0.27896379997239623
4,72,FedAvg,total,0.2698017538270758
4,73,FedAvg,citation,0.2949167642043635
4,73,FedAvg,reasoning,0.2480424797984026
4,73,FedAvg,verdict,0.23439425441550904
4,73,FedAvg,rule alignment,0.265605537004177
4,73,FedAvg,total,0.2598616059953244
4,74,FedAvg,citation,0.3070502726291845
4,74,FedAvg,reasoning,0.24354577411908562
4,74,FedAvg,verdict,0.2376976059132876
4,74,FedAvg,rule alignment,0.258922376330068
4,74,FedAvg,total,0.2610351771373573
4,75,FedAvg,citation,0.29527000731416225
4,75,FedAvg,reasoning,0.26212204860500893
4,75,FedAvg,verdict,0.2408816362366189
4,75,FedAvg,rule alignment,0.2772171273972978
4,75,FedAvg,total,0.26811795094865754
4,76,FedAvg,citation,0.296828498786887
4,76,FedAvg,reasoning,0.25187590826410355
4,76,FedAvg,verdict,0.23239282002690978
4,76,FedAvg,rule alignment,0.26138602876266964
4,76,FedAvg,total,0.2601453079352142
4,77,FedAvg,citation,0.2946148688455685
4,77,FedAvg,reasoning,0.2510482919532037
4,77,FedAvg,verdict,0.2323726737025113
4,77,FedAvg,rule alignment,0.25214832203946774
4,77,FedAvg,total,0.2574910376308746
4,78,FedAvg,citation,0.27613379468014626
4,78,FedAvg,reasoning,0.2417813043136409
4,78,FedAvg,verdict,0.22915561929594427
4,78,FedAvg,rule alignment,0.2616417774209548
4,78,FedAvg,total,0.2511851002723059
4,79,FedAvg,citation,0.2784520437274588
4,79,FedAvg,reasoning,0.252561310108491
4,79,FedAvg,verdict,0.2164359383275907
4,79,FedAvg,rule alignment,0.25466189027489966
4,79,FedAvg,total,0.2504227666012896
4,80,FedAvg,citation,0.2815819727461413
4,80,FedAvg,reasoning,0.2587358695174159
4,80,FedAvg,verdict,0.22319264110072012
4,80,FedAvg,rule alignment,0.26274249254988624
4,80,FedAvg,total,0.25636291282691737
4,81,FedAvg,citation,0.2786908562697687
4,81,FedAvg,reasoning,0.25887548568143953
4,81,FedAvg,verdict,0.21549044564541125
4,81,FedAvg,rule alignment,0.24809183425086662
4,81,FedAvg,total,0.2508263380334002
4,82,FedAvg,citation,0.2693002756596011
4,82,FedAvg,reasoning,0.25148882402442974
4,82,FedAvg,verdict,0.22359833967909787
4,82,FedAvg,rule alignment,0.25313364259455323
4,82,FedAvg,total,0.2492980295609143
4,83,FedAvg,citation,0.27496236958925135
4,83,FedAvg,reasoning,0.24405114012903226
4,83,FedAvg,verdict,0.21910880561947976
4,83,FedAvg,rule alignment,0.2545951561544304
4,83,FedAvg,total,0.24765216707177853
4,84,FedAvg,citation,0.27582881029185596
4,84,FedAvg,reasoning,0.2395410618022088
4,84,FedAvg,verdict,0.19911160057504243
4,84,FedAvg,rule alignment,0.2436832732580447
4,84,FedAvg,total,0.23933407590899616
4,85,FedAvg,citation,0.25636771223649985
4,85,FedAvg,reasoning,0.24257175466444525
4,85,FedAvg,verdict,0.21051293040053157
4,85,FedAvg,rule alignment,0.24351385931313613
4,85,FedAvg,total,0.23819445892121865
4,86,FedAvg,citation,0.27224964995348355
4,86,FedAvg,reasoning,0.24352240173208073
4,86,FedAvg,verdict,0.21845624255362817
4,86,FedAvg,rule alignment,0.22556091109560766
4,86,FedAvg,total,0.24084537586552368
4,87,FedAvg,citation,0.25736532464781203
4,87,FedAvg,reasoning,0.22726894379061102
4,87,FedAvg,verdict,0.19482608430538292
4,87,FedAvg,rule alignment,0.24183911626472912
4,87,FedAvg,total,0.22959635862842787
4,88,FedAvg,citation,0.25838734799587865
4,88,FedAvg,reasoning,0.2332901290359195
